Simulation #,Day #,Step #,Minute #,Infected ID,Other ID,Close Range Transmission,Shared Room Transmission,Long Range Transmission,Transmission by Minute,Transmission by Hour,Cause of Infection,Infection Occurs,Distance
0,1,0,28,10,2,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,28,10,3,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,28,10,4,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,28,10,5,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,28,10,6,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,28,10,7,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,28,10,8,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,28,10,9,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,28,10,11,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,28,10,12,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,28,10,13,1.343976951950765e-08,4.969397122689401e-07,1.3439764856570946e-09,5.117234582741048e-07,3.070297007685532e-05,no transmission,False,16.200000000000003
0,1,0,28,10,14,3.0164371001006884e-10,4.969397122689401e-07,3.016431548985565e-11,4.9727152029444e-07,2.983585412523634e-05,no transmission,False,21.599999999999998
0,1,0,28,10,15,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,28,10,16,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,28,10,17,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,28,10,18,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,28,10,19,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,28,10,20,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,28,10,21,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,28,10,22,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,28,10,23,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,28,10,24,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,29,10,0,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,29,10,1,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,29,10,2,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,29,10,3,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,29,10,4,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,29,10,5,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,29,10,6,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,29,10,7,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,29,10,8,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,29,10,9,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,29,10,11,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,29,10,12,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,29,10,13,1.343976951950765e-08,4.969397122689401e-07,1.3439764856570946e-09,5.117234582741048e-07,3.070297007685532e-05,no transmission,False,16.200000000000003
0,1,0,29,10,14,3.0164371001006884e-10,4.969397122689401e-07,3.016431548985565e-11,4.9727152029444e-07,2.983585412523634e-05,no transmission,False,21.599999999999998
0,1,0,29,10,15,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,29,10,16,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,29,10,17,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,29,10,18,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,29,10,19,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,29,10,20,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,29,10,21,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,29,10,22,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,29,10,23,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,29,10,24,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,30,10,0,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,30,10,1,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,30,10,2,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,30,10,3,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,30,10,4,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,30,10,5,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,30,10,6,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,30,10,7,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,30,10,8,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,30,10,9,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,30,10,11,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,30,10,12,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,30,10,13,1.343976951950765e-08,4.969397122689401e-07,1.3439764856570946e-09,5.117234582741048e-07,3.070297007685532e-05,no transmission,False,16.200000000000003
0,1,0,30,10,14,3.0164371001006884e-10,4.969397122689401e-07,3.016431548985565e-11,4.9727152029444e-07,2.983585412523634e-05,no transmission,False,21.599999999999998
0,1,0,30,10,15,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,30,10,16,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,30,10,17,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,30,10,18,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,30,10,19,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,30,10,20,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,30,10,21,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,30,10,22,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,30,10,23,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,30,10,24,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,31,10,0,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,31,10,1,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,31,10,2,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,31,10,3,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,31,10,4,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,31,10,5,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,31,10,6,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,31,10,7,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,31,10,8,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,31,10,9,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,31,10,11,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,31,10,12,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,31,10,13,1.343976951950765e-08,4.969397122689401e-07,1.3439764856570946e-09,5.117234582741048e-07,3.070297007685532e-05,no transmission,False,16.200000000000003
0,1,0,31,10,14,3.0164371001006884e-10,4.969397122689401e-07,3.016431548985565e-11,4.9727152029444e-07,2.983585412523634e-05,no transmission,False,21.599999999999998
0,1,0,31,10,15,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,31,10,16,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,31,10,17,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,31,10,18,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,31,10,19,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
0,1,0,31,10,20,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,31,10,21,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,31,10,22,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,31,10,23,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,31,10,24,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,32,10,0,5.988205766804811e-07,4.969397122689401e-07,5.988110562960003e-08,1.1556413945790212e-06,6.933740554608871e-05,no transmission,False,10.799999999999999
0,1,0,32,10,1,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,32,10,2,2.5780898305072242e-08,4.969397122689401e-07,2.5780880763548453e-09,5.252986986503672e-07,3.151748363495257e-05,no transmission,False,15.273506473629425
0,1,0,32,10,3,1.3486515237914887e-09,4.969397122689401e-07,1.3486511907245813e-10,4.98423228911804e-07,2.990495663782759e-05,no transmission,False,19.469976887505542
0,1,0,32,10,4,5.023315097218983e-11,4.969397122689401e-07,5.023315097218983e-12,4.969949687350095e-07,2.981926102993095e-05,no transmission,False,24.149534156997728
0,1,0,32,10,5,2.670105873314732e-05,4.969397122689401e-07,2.668213776702011e-06,2.986621222211827e-05,0.0017906984314152385,no transmission,False,5.3999999999999995
0,1,0,32,10,6,5.536836621966579e-06,4.969397122689401e-07,5.53602275910059e-07,6.587378610145578e-06,0.0003951874807545513,no transmission,False,7.636753236814712
0,1,0,32,10,7,2.443657304285196e-07,4.969397122689401e-07,2.4436414558515196e-08,7.657418572559749e-07,4.594396758661213e-05,no transmission,False,12.074767078498864
0,1,0,32,10,8,7.2579259269289764e-09,4.969397122689401e-07,7.25792426159444e-10,5.049234306220285e-07,3.0294968648389562e-05,no transmission,False,17.07629936490925
0,1,0,32,10,9,1.8901913367841416e-10,4.969397122689401e-07,1.8901880061150678e-11,4.971476332826796e-07,2.9828420902396185e-05,no transmission,False,22.264770378335367
